gtin,descp,ncm,preco
07622300861261,PO P/REFRESCO TANG 25G MARACUJA,21069010,1.0625
07898327430708,PAPEL HIG DUALETTE PREMIUM C/4UN,48181000,4.89
07898157616983,HELLO KITTY SH 300ML 3D CACHEADOS E ONDU,33051000,77.64
07896292002807,GELAT PLUS STEVIA 10,21069029,3
07896058500189,DISQUETI CHOC 24X18G,18069000,13.15
07891010244477,SH J J FORCA VITAMINADA 400ML,33051000,13.45
07898943560568,ORGAN.PLAST.C/TPA 18 LTS,39249000,24.99
07895616067171,#CAMARA AR MOTO LEVOR.MSA18 AM,40139000,98.66666666666667
07896311766369,WHEY 100%PURE BANANA PT 907GR,29252990,99
07896036096697,EXT.TOM.KNORR ELEFANTE,20029090,10.99
07896005806203,CAPSULA CHOCOLATE CARAMELO TRES CORACOES,18069000,16.99
07891022853773,DESINF KALIPTO LAVANDA 5L,38089419,15.09
07909224697399,CHIN IPAN CITY 3340 26223-20764,64022000,17.89
07804350596236,VINHO STA.CAROLINA,22042100,32.9
07891106905916,DIANE 3521DRG,30066000,20.46
07898043100619,VINHO CANTINA BRASIL,22060090,4.99
07898055450405,SORVETE TOYA DOCE DE LEITE,21050010,16.49
07896042084725,SHAKEIRA PLAST.HELLO KITTY DENIM,39241000,7.99
07896005400081,SUCO CONC DAFRUTA UVA 500ML GA,20096900,4.09
07896025525139,ESCOVA CABELO OVAL UNIQUE MARCO BONI,96032900,14.99
07891123125038,PENEIRA JOLLY RANDOM 12CM 12503,39241000,11.59
07890541006349,HAV ATENA AZUL PROVE,64022000,21.41
07898367980324,CERVEJA EISENBAHN WEIZENBOCK 355ML,22030000,5.76
07891010946982,#LOCAO BRON.SUN.GOL.FPS15 120M,33049990,53.17
07898623952539,SH SALON LINE TODECACHO ONDULADOS 300ML,33051000,11.8
07909224944547,CHIN IPAN WAY 3340 26307-22460,64022000,17.8
07891962000251,TORRADA BAUDUCCO 160G SALGADA,19054000,3.49
07909224916209,CHIN RIDER STRIKE GASP 3744 11431-,64022000,17.8
03000000037690,QJ MUSSARELA MATUPI PED KG,04061010,20.82
07891962054117,COOKIE BAUN BAUDUCCO,19053100,4.39
07896102501254,MILHO VERDE QUERO LT 2KG  - 210,20058000,31.65
07898409952074,GELAT FLEISCH 30G UVA(E) - 453000,21069029,0.99
07909510087361,CHIN IPAN WAY PRINT 3340,64022000,20.47
07897237386563,PASTA DAC ABA OFICIO,42021210,11.99
07891999003713,IOGURTE GREGO ZERO TRAD.VIGOR 1X100G QTD. 1.00 UN,04031000,1.79
47897167100022,SAL REF SOSAL 1KG FD10,25010020,12.5
07896211808114,COLHER DE MESA BELIZE AZUL ES.SIMONAGGIO,82159910,1.49
07896856300660,FORMA MARCOLAR PAO POLIDA N3 274,76151000,23.49
07891089440534,AZEITONA VDE LA VIOL 80G FAT(E) - 1005096,20057000,2.55
07909224937051,CHIN IPAN POLLY 2334 26048-24802,64022000,17.85
04902560413718,CONDIM FURIKAKE HAGO,21039021,44.25
07898293493806,CT BIOHAIR 400G S O,33059000,7.39
07896589101060,VIN NAC MIORANZA TTO SECO 1L,22042100,27.22
07896509966076,ESMALTE BEUTY CT ALGODAO DOCE,33043000,1.89
07909510043794,CHIN IPAN ANAT SOFT 3340 25924202,64022000,17.8
07891112258556,FAQUEIRO INOX TRAMONT 20PC VM 23198,82152000,34.29
07896183309732,COND.ZOOPERS KIDS TDO TIPO CABELO,33059000,10.99
07893000091641,BACON SADIA FAT 250G,02031900,23.8
07896021625437,SUIPY MOP ULTRASEC L,96039000,24.99
07891114009286,CHAVE TRAMONT COMBINADA 14MM,82032010,12.89
07909224697436,CHIN IPAN CITY 3340 26223-20764,64022000,17.89
07909224777732,CHIN IPAN CLASS TAN 3340 25226207,64022000,11.68
17891962050772,COOK BAUD 40G CHOC CX1,19053100,171.36
07891175007696,VELA ANIVERSARIO BRANCA N 04,34060000,5.36
07804350596229,VIN CHI BCO STA CAROL RESERV 750ML,22042100,53.99
07894650003169,PURIF GLADE AUTOMATI,33074900,37.99
00000078605831,PASTILHA TIC TAC MOR 16G,17049020,2.1751131221719455
07891112173095,FACA TRAM CHURR LEME LAR 23180444,82119210,1.79
07896000712837,CREME P/ PENTEAR NG QUERATIN REPAR 2837,33059000,23.781854838709677
07894650004166,DESINF PATO GERMINEX POWER P500L750 750M,38089419,10.182093023255813
07894904985500,FRANGO A PASSARINHO SEARA STEMP 1K,02071400,8.119928571428572
07897312400092,SABAO BARRA ECON.,34011900,5.582154947916667
07891132019045,TEMP SAB AMI COMP CPIMENTA 300G,21039021,3.71
07898061707036,BEB LACT FLAMB POP MORANGO 540G,22029900,2.8826797385620915
00070330717510,APAR BARB BIC COMFORT 3 PELE NORM 2,82121020,8.1
07899306007126,COMEDOURO BAW WAW DUPLO,39269090,8.31
07893000005969,COXA FGO SADIA,02013000,11.766869565217391
07891022860528,AMAC MON BIJOU 5L PA,38099190,17.271917808219175
07891962036991,BISC WAFER CHOC C/ AVELA BAUDUCCO 140G,19053200,1.6575797872340425
07896281046003,ANTI MOFO SANIFECT CEDRO 35G,38249979,2.085681818181818
07896490288867,MILHO PIPOCA DONA CL,10059010,2.7686067415730338
07891008115420,CHOC GAROTO M AMARGO 100G,18063210,5.79
00000078932609,CHICLET ADAMS HORT 2,17041000,0.23452716297786722
07898419084840,CARNE CONSERVA PALATARE 320G,16025000,4.8729467084639495
07891024027325,SAB LIQ PROTEX ERVA DOCE REF 200ML,34013000,7
07898343970523,COLORAU D CARM 200G,21039021,2.79
07898908637168,OVO PVC GDE VERMELHO,04072100,13.423692762186116
07891150018761,COND TRESEMME CACHOS,21039021,8.09
07894900010015,REFRIG COCA COLA 350ML LT,22021000,3.6831515151515153
07898905153968,EXTRATO TOM BONARE TRAD SC 190GR,20029090,1.8292105263157894
07891242010444,CERA ING PASTA INGLEZA VERMELHA 400G(ING,34052000,144.7291304347826
07897922300133,GELADINHO DIN DIN MIKITOS SABORIZADO,22021000,5.99
07892840222543,SALGADINHO CHEETOS 50 G ONDA UN,19041000,2.665888077858881
07896022200022,MAC GRANO DURO FUSIL,19021100,9.39
07898919635047,REFRIG PLANET COLA 2L PET,22021000,3.1993798449612405
09556023985578,BATATA CRISPS JACKER ORIGINAL 75G,20052000,4.718550724637681
07891079013090,MAC INST CUP NOOD LEGUMES 67G,19023000,3.207241379310345
07892840253844,BATATA RUFFLES SAL ONDA 57G,20052000,5.991428571428571
07898292885534,CHOC.HERSHEY'S MAIS AO LEITE,18063110,3.8899999999999997
07898933429042,TEMPERO COMPLETO TRADICIONAL DUBOM,21039021,2.6544262295081964
07891035040009,ALVEJANTE VANISH SCLORO REF 500ML,34022000,6.79
07896021622597,ESPONJA LIMPANO ANTIADERENTE 1UN,68053090,2.1130927835051545
07891515475703,LASANHA BOLONHESA SADIA 600GR,19022000,12.350384615384616
07896013103974,SAB EVEN LUXO AMENDOACACAU 90GR,34011190,1.4000000000000001
07896763621858,MACARRAO QDELIC ESPAG OVOS 400G,19021100,6.110381165919282
07891024035191,SAB.PROTEX COMPLETE PCT 1 X 12 85G,34011190,28.30622641509434
07898916059457,COLORAU DUBOM 200G,21039091,2.2680851063829786
07898960626407,ALHO TEMPEROS DO ZE GRANULADO 30 G UN,25010090,2.83
07896098902745,DETERG PO TIXAN YPE MACIEZ 1KG SH,34022000,7.567196261682244
07891112123991,RALADOR TRAMONT UTILITA INOX 25106,82055100,22.69
07891025201786,SOBR DANETTE CHOC 36,04100000,8.969710144927536
07791293022581,DESOD AER REX XTRACOOL 90G,33072010,13.37205882352941
07896036094938,MOLHO TOM POMAROLA O,21032010,4.1680821917808215
07898286200138,CHA ERVA DOCE MARATA 10GR,09096110,2.9802272727272725
07896189225036,LIMPA PNEU AUTOCRAFT 500ML,34022000,6.89
07896490288744,CANJIC D CLARA 500G,11042300,3.68260989010989
07896026304627,BUSCOFEM400MG 2CAP,30049029,4.5
07891242365803,ALHO JUVENAL ENCART 400G,07032090,13.870000000000001
07891965220441,MILHO PPIP IMPORT HIKARI 500GR,10059010,5.589239130434783
07896216100657,PACOTTINI MEZZANI PR,19022000,10.24263157894737
07896292303003,MOLHO TOM PREDIL STAND UP REFOG 340,21032010,1.4500000000000002
07897272900175,MAC.P/SOPA PENNE RAINHA,19021900,3.49
07891991004107,REFRIG GUAR BARE 2L PET,22021000,7.0533640552995385
07891350033557,COLOR BIOCOLOR LOU C,21039021,6.989999999999999
07898524349087,SHA SALON LINE 300ML,33051000,12.549999999999999
07891528032535,CR.DENTAL SORRISO DB L180P150G EMB 1 X 12 150G,33061000,62.72647058823529
04005900137302,LOC HID NIVEA ENERGY 200ML,33049910,10.74
07891150005495,ST LIQ INT DOVE 250M,34013000,24
07891021001946,FILTRO PAPEL MELITTA 103 C30UN,48232099,3.06021897810219
07891000006689,TEMP MAGGI COMP MEU SEGREDO 49GR,21039021,4.300292397660819
07891089064303,AMEIXA C/C VIOL 200G,08132010,4.187037037037037
07896098900826,LIMP YPE M USO 500ML,34022000,3.1900000000000004
07897744500698,TABLETE SANIT COALA CX ACOPLA FRESH,34022000,7.587777777777778
07909510067127,CHIN IPAN ART PRINT 3340 26265247,64022000,17.8
07893000979932,MARG DELINE 250G C/SAL*(E) - 436054,15171000,294.77714285714285
07891080147333,EXT TOM PRIMOR 190G SH,20029090,1.1500000000000001
07891000021514,SOPAO MAGGI LEGUMES 200GR,21041011,6.396666666666667
07891150050594,KIT SHAM+COND.SEDA HID.ANTI NOS,33051000,15.068947368421053
07891340302212,BISC WAFER ITAMARATY,19053200,1.7541666666666667
07898095050184,CHURR CHURRASKITA,73211900,44.9
07896110100814,SAL GROSSO LEBRE 1KG,25010020,2.771433823529412
07894904790098,FILE PEITO TEMP.SEAR,02071400,13.695652173913043
07896036095096,MOLHO TOM POMAROLA T,21032010,2.79
07896098900123,SABAO EM BARRA YPE FRESH PERF 200G 5X200GR,34011900,140.855
07898588380132,PAO DE BOATE BODEGA,19059090,3.85
07897316010235,SACO LIXAO ROLO 100L 15UN,39232990,12.190000000000001
07891234000187,MOLHO PIMENTA KNORR VERMELHA,21039091,2.85013986013986
07898915037029,MASSA PIZZA BAMBINO BROTINHO 280G,19022000,4.19
07894000010014,AMIDO MAIZENA 200G,11081200,3.839644970414201
07891150027305,SOPAO KNORR FEIJAO+ MAC 194G,21041011,4.999090909090909
07896547908632,OREG CAMPILAR 100G,12119010,5.636583333333333
07891150053595,KIT SHAM.400ML+COND.200ML DOVE RI REP.PR,33059000,21.99
07893000980006,MARGARINA DELINE SADIA C/SAL 500GR,15171000,245.48444444444445
07898061707418,IOG FLAMBOYANT AMEIX,04031000,9.011267605633803
07891010785581,PROT DIA CAREFREE PROT CP C60UN,96190000,11.590000000000002
07891000126905,CR LEITE NESTLE TP 2,04015021,3.04234375
07896114301101,ESCOVA D SANIFILL MAGIC MED L2P1,96032100,7.95
07896001020375,ESCOVA PLAST.BRILHUS CANTOS,96039000,3.9899999999999998
07898286190316,MOLHO PIMENTA GOTA 24X150ML,21039091,59.99318181818182
07897664171718,ST ALBANY SUAVE 90G,34011190,1.1259259259259258
07891089061654,UVA PASS B VIOL 200G,08062000,2.7388297872340424
04005808817207,ESPUMA BARB.NIVEA,33071000,15.99
07891118025145,CHICL.ARCOR FLICS,17041000,5.9665591397849465
07891700080439,TEMP ARISCO CALDO GALINHA 114GR,21041011,2.9499999999999997
07896013106371,"AMAC.ROUPA SONHO MAGIC L2/LP1,8L",38099190,6.71589552238806
07898587774338,SH ELSEVE OLEO EXTRAORDINARIO NUTR,33051000,14.663333333333334
05601252112319,AZEITONA GALLO 183G,20057000,7.1468
07506339326031,ABS ALWAYS NOITE TRANQ M SUAV CA L,96190000,14.49
07896465200221,ARROZ DMAIS 1KG T2,10063021,2.9880232558139537
07891965220427,LENTILHA HIKARI 500G,07134090,7.573333333333333
07891095001101,FAR.MAND.YOKI,11062000,7.565555555555556
07896034000061,PALMITO ACAI INTEIRO,20089100,14.213
07891048046616,G OETKER DIET 12G AB,21069029,2.3487179487179484
07896036091333,MAIONESE LIGHT LIZA,21039011,4.49
07897595903914,SAB.LIQ.INT.DERMACYD DELICATA,34012010,19.990000000000002
07896001047822,ESP BETTAN DF SFREG,39249000,1.7383333333333333
07890541508782,HAV TEAMS III INF AM,64022000,14.02
07891079011485,MAC INST NISSIN LAMEM HOT CALABREZ,19023000,1.47
07891999941879,SUCO PTO VIG MISTA FRUT LARANJA 200,22021000,1.5797872340425532
17896547500260,VODKA SKARLOFF CXA 1 X 6 965ML,22086000,1604.2880869565217
07896115141126,ESFOLIANTE LISA P/ OS PES BIO SOFT 220G,33049910,10.19
07891350034653,MONANGE DES AEROSOL ULTRAPROTECAO 90G 1X90GR,33072010,186.9174025974026
07897744500872,AROM SPRAY COALA CITRONELA 120ML,33074900,10.996666666666668
07897155903378,KIT 2 TRAV PENA GANS,94049000,69.99
07891022860191,DESINF.KALIPTO,38089419,3.5525581395348835
07896013104407,SAB EVEN LUXO LIMAO CPROPOLIS 90G,34011190,1.4000000000000001
07896094908697,DESOD AER MONANGE 90 G ULTRAPROTE UN,33072090,7.989999999999999
07898437141761,OLEO CAP.EXCEED ABACATE,33059000,4.99
07896096007688,CHANTILLY AMELIA MIX 1L UN,21069090,18.163333333333334
07896588950195,RACAO MAX ADULTO 1 KG RACAS PEQU UN,23099010,17.11
07891025105244,PACK SOBR DANETTE CH,04100000,16.38268292682927
07898275010755,KIT LAVA AUT,34029039,14.682307692307692
07891035285264,DESINF VEJA LIMAO 480ML,38089419,3.6900000000000004
07899026483460,DESOD AER BIO PROT 5 MASC 150ML,33072010,10.32375
07896045512317,CERV KAISER PILSEN L,22030000,4.901298076923077
00000078602731,CHOCOLATE KINDER JOY 20G,18069000,8.344736842105263
07891035537974,PURIF AER BOM AR CHUVA PETALAS 360ML,33074900,7.19
07898055452119,SORVETE TOYA 2L SONH,21050010,14.938571428571427
07891025114659,LTE FERM SHOT ACTIVI,04039000,1.977769784172662
07896324241884,MAC CASEIRA 300G TAP,19021900,14.25
07898187600938,ALHO PASTA PETRY 450G PO,21039021,17.94
07896013544289,TINT.MAXTON,33059000,8.711341463414634
07898930672281,ASSADEIRA WYDA OVAL 4L,76071990,11.687000000000001
07891024034941,SABONETE PROTEX BARRA 85 G SUAVE UN,34011190,1.79
07891127001345,COLHER PAU MULTIUSO OVAL 23X5.5 UN,44190000,8.1
07897217400326,ESC DENTAL ADULTA DUAL MACIA2X1 PENHA,96032100,4.99
07896011105505,BISC.RECH.HOT CRACKER PRESUNTO PARATI,19059020,4.49
07501006707694,SH HEAD SHOLDERS 400,33051000,17.232941176470586
07891528037042,CR DENT SORRISO FORT PROTECT 70G L3,33061000,6.36
07891172172106,LENCO PAPEL BOX KLEENEX L60P50,48182000,4.49
07891360489030,LAPIS FABER GRAF PT CBORR 6UN SM1,96091000,7.083333333333333
07891035028304,LIMP BANH VEJA X14 SQZ S/CLORO 500ML,34022000,8.58673469387755
07702018874781,AP PRESTO 3 FEM C/2,82121020,9.671501416430594
07896029055717,JELLY 85G PEIXE,23091000,3.273132530120482
07891000101506,LEITE MOLICO DESN CALC 280G,04021090,15.395
07896067200353,PILHA PANASONIC PQ.,85061020,39.489999999999995
07896224807098,CAFE KIMIMO 250G,09012100,13.622673267326734
07898910758042,DETERG LIQ BRINORT LIMAO 500ML,34022000,1.347843137254902
07896547908717,MOLHO SHOYU CAMPIL 150ML,21031010,1.88890243902439
07891800002829,ALGODAO CREMER 50G,56012110,3.7685106382978724
07896007811403,MOLHO INGLES KENKO 1,21039021,3.1633333333333336
07896003702385,MAGIC TOAST 150G INT,19054000,3.975230769230769
07891962011295,TORR BAUD 160G LIGHT,19054000,3.8917079889807162
07896579320167,REFRIG GUAR REGENTE 350ML LT,22021000,2.939936305732484
07896451902511,BALA GOMA DOCIGOMA MINHOCA AZEDINHA 70G,17049020,1.1375
07896013105909,SAB.EVEN SUAVE,34011190,2.711074626865672
07891167021013,SARD.GOMES COSTA C/OLEO SOJA COMESTIVEL,16041310,2.9899999999999998
07898343971025,PIM CALAB FLOCOS D C,09041100,2.512421052631579
07894900094015,REFRIG FANTA GUARANA ZERO LT 310ML,22021000,3.7339285714285713
07898466600123,SAB.LIQ.INT.CHOCOLATE C/MENTA BELKIT,34012010,6.49
07891150025271,AMAC.ROUPA COMFORT CONC.OL.ESSEN.ROMANCE,38099190,6.610689655172414
07898588380545,PAO KIKAO BODEGA,19059090,4.174158415841584
07891999014153,SOBREM.VIGOR,19019090,3.23375
07891115005423,POTE PLASVALE REDONDA 542,39241000,7.36
07898147773863,FERVEDOR 14 AA ZUL PREMIUM,76151000,22.99
07894000047522,ADES ABACAXI 1L,22029900,5.901428571428572
07898961461052,COLHER REFEICAO ALEGRIA BRANCA,39241000,3.2714093959731545
07896006400165,PAP. HIG. LE BLANC PERFUMADO C/4UN,48181000,4.981592920353982
07897534828568,LIMP MULTIUSO AZULIM,34029039,2.5380368098159507
07891150027855,KET HELLMANNS 178G,21032010,5.99
07896021303106,MAC OVOS ALFABABETO STA AMALIA  500,19021100,3.71
07896054903137,EXTRATO TOM DAJUDA SUP 200GR,20029090,1.797777777777778
07896183309534,SHAM.ZOOPERS KIDS TDO TIPO CABELO,33051000,9.99
07896048914477,FARO 1KG CAR/FGO,23099010,11.072727272727272
02900000098541,CREME LEITE MOCOCA TP 27X200G,04015021,124.27127659574468
07891528112534,ESC DENT SORRISO TRIPLA,96032100,4.55
00070847022206,BEB ENERG MONSTER ULTRA 473ML,22029900,5.43093023255814
07891132008391,MOLHO SHOYU SATIS INTENSO 150ML,21031010,2.540350877192983
07896071023122,BISC AMANT LEIT MABEL 330GR,19053100,4.279
07898093780564,PANO CHAO FLANELADO A 40X66CM ITATEX,63079090,6.013788819875777
07891164016364,FILEZINHO FGO AURORA,02071400,16.472950819672132
07896056402607,AMAC.ROUPA URCA,38099190,6.015450236966824
07891152222142,MAC FORTAL COM OVO 5,19021100,4.600460526315789
07894650004111,DESOD.GLADE AERO. JARDIM BOTANICO,33074900,4.99
07891025105428,LTE FERM PAULISTA FEST 540G,04039000,5.676666666666667
07896800777715,ARROZ BRILHANTE INTEGRAL 1KG,10062020,4.305
07894321219523,BISC COOKIE TODDY BAUNILHA GTS CHOC,19053100,5.03
07891079011829,MAC NOSSO SABOR 74G,19023000,1.5
07897982201647,FILTRO DE LINHA 6T B,85363090,32.13
07898933429509,MILHO PIPOCA DUBOM 2,10059010,3.347692307692308
07896490288836,TEMP D CLARA 100G CO,21039021,1.2292890995260664
07896245700347,B PALHA SLIGHT 140G,20052000,6.438418079096045
07896098901052,L ROU TIXAN 5LT PRIM,34022000,27.070774647887326
07909224688571,SAND.IPANEMA LOLITA POP AZL/AZL 33/38,64022000,23.990000000000002
07891152321616,BISC.MARIA FORTALEZA CHOCOLATE,19053100,4.99
07894650003848,INSET RAID 300ML+150ML EUCALIPTO,38089119,10.851724137931035
07891025115397,IOG OIKOS TENTACOES,04061090,3.323076923076923
07891025105428,BEB LACTEA POLPA PAU,04039000,5.6207142857142856
07891024038741,COND PALMOLIVE NATUREZA SEC CASTANHA325M,33059000,7.55
07898055450085,SORVETE TOYA,21050010,13.899999999999999
07896049508712,DESOD AERO TABU LINDA,33072090,6.507349397590362
07891048036068,CHA OETKER HORTELA SAC 15G,12119090,7.89
07898286190385,MOLHO PIMENTA GOTA MARATA 740ML,21039091,6.79
07898187600921,PURO ALHO TRITUT 450,21039021,16.59
07891691028014,POTE INV RED R2801,70134900,4.187485148514851
07891035115004,LIMP DESTAC LAVANDA 500ML,34022000,6.89
07891965524846,AMEND JAP HIKAR 100G,20081100,1.8715384615384614
07898466608594,COND.BELKIT VINAGRE MACA,33059000,9.226578947368422
07891000249901,CALDO MAGGI PICANHA 57G,21041011,1.570769230769231
07896045512317,CERV KAISER PILSEN L,22030000,1257.1603092783505
07896579330012,AGUA MIN YARA 600ML,22011000,2.103529411764706
07896579310045,REFRIG MAGISTRAL 2L,22021000,3.973404255319149
07908103600055,VARAL CHAO IMP 106X56X94CM,73239900,98.835
07891079011829,MAC INST NISSIN NOSSO SABOR COSTELA,19023000,1.0265151515151516
07891024114674,SAB LIQ PROTEX LIMP,34013000,10.484117647058824
07897664100039,SABAO PDC MINUANO,34011900,7.294778761061947
07898924441053,BISC SEQUILHOS DELIC,19053100,23.19
07896547501086,VODKA SKARLOFF LIMAO 1000ML,22089000,13.32405063291139
07891331009908,MINGAU NUTRILON ARROZ 230G,19011030,3.99
07896189217109,LAVA AUTOS PROAUTO C/BRILHO,34029090,9.99
07891150029002,MAIONESE HELLMANNS DOYP.,21039019,13.99
07896021312078,MAC SEMOLA ESPAGUETE VD STA AMALIA,19021900,4.305
07898955617731,LEITE PO PARMALAT INT 800G SH,04022110,16.08228373702422
07896274801428,DESINF.PINHO ALPES,38089419,2.1482352941176472
07896098906125,SABAO YPE M TIATIVO 200G,34011900,1.75
07891000078518,FARINHA LACTEA TRAD. NESTLE,19011020,12.54813953488372
07896042083322,TIGELA PLASUTIL DUO,39241000,9.375
07898908207491,QJ TIPO GRANA RAL GRAN MESTRI 100G,04064000,10.69
07896007998227,AP.BARB.FIAT LUX ROSA CABO LONGO PCT 1 X 12 2UND,82121020,73.15714285714286
07622300861186,REFR.PO TANG LARANJA CXT 1 X 15 25G,21069010,33.98307692307692
07896423405491,CH TWIX TRIPLO 40G,19053100,3.29
07898427980073,SACO P LIXO USOFACIL ROLO 50L 10KG 40UN,39232910,8.2218
07891010618766,PROT DIARI CAREFREE 15 UN INTIMAS UN,96190000,4.3500000000000005
07500435127226,ALWAYS SECA C/8 C/AB,96190000,3.3680555555555554
07891103053856,GEL FIX CARREFOUR IN,21039021,4.808181818181819
07891035285165,LIMP.VEJA MULTI-USO FLORAL,34022000,4.1899999999999995
07898284250586,SORVETE FRUT ICE MOUSSE MARACUJA 1L,21050010,9.709999999999999
07896547500171,CATUABA FELINA 500ML,22060090,3.3394285714285714
07894900011715,REFRIG COCA COLA PET 1L PT 6X1LT QTD. 1.00 PT,22021000,19.599999999999998
07899026404557,ESMALTE COL CREM NUDE 4557,33043000,17.691627906976745
07891103189494,PALM DE ACAI IN 300G,20089100,10.25
07898055451761,SORVETE TOYA 2L TAPI,21050010,13.496521739130435
07898292886272,CEREAL B HERSHEYS MGO LIGHT 22GR,18063120,2.4868932038834948
07896102583007,KETCHUP QUERO TP 140,21032010,1.3586234817813765
07897816220073,PRATO DESC.TRIK TRIK,39241000,8.7375
07898904771712,CERVEJA DEVASSA PURO MALTE 269ML,22030000,15.156379310344828
07891000103852,IOG NINHO MACA/BANANA LIQ 170GR,04031000,4.582962962962963
07622300747442,BISC NABISCO CHOCOL CHOC 143G,19053100,4.4688
07896264601328,BISC MAIZENA ESTRELA 400G PT,19053100,4.242330097087378
07898002460112,P HIG CELUS 4UN PPP,48181000,1.9900000000000002
07797453066273,PEDIGREE FILHOTE M/G,23099010,33.9
07896003706581,BISC MARIL PIT STOP QUEIJO 162GR,19059020,3.2800000000000002
27896079823711,BOMBOM MONTEVERGINE AVELA CXA 1 X 24 55G,18069000,66.91
07898963762485,OVO SAO PEDRO 60UN V,04079000,26.95
07891035040269,ALVEJ.VANISH BARRA,34022000,4.956944444444444
07898592900012,MANJERICAO VDE VASO,06029090,13.75
07891000114384,IOG NIN NEST UV 250G,04031000,5.928461538461538
07896289210123,PAO BROTHERS ESP.TOR,19054000,7.8764
02900000113497,SAND.HAVAIANAS SLIM ANIMAIS 33/34 AO 39/40,64022000,25.8
07896058503852,AMEND PETTIZ CROCANTE PIMENTA VERM,20081100,8.519666666666668
07891095026494,TEMP.KITANO CHIMICHU,21039021,4.334444444444444
07896029007013,RACAO WHISKAS CARNE GATOS ADULTO,23091000,11.49
07891024034927,SAB PALM NUTRIMILK DUPLA HID KARITE,34011190,1.7374242424242425
07898919412334,LOC.HID.MONANGE FRUTAS VERMELHAS,33072010,7.573333333333333
07891079012871,MAC INST NISSIN LAME,19023000,1.49
07896547500089,CACHACA COROTE 61 500ML,22084000,2.9091666666666662
07897395020231,CERV ITAIPAVA PREMIU,22030000,9
07500435135771,ALWAYS PROTETOR DIARIO SENSI/SUMMER 40UN 1X40UN,96190000,166.9857142857143
07896111985434,KIT INF SH/GEL AVENGERS HOMEM FERRO(IMP),33051000,39.22571428571429
02000000033372,CREME P/ HIDRATACAO COCO 1X1KG [ORIGEM],33059000,7.9
07891143013919,REQUEIJAO POLENGHI CREMOSO 200 G LIGHT UN,04069090,7.9799999999999995
07891152340433,BISCOITO RICHESTER ZOO QUAD 140 G MORANGO UN,19053100,1.3641379310344828
07891000069783,RACAO FRISKIES PETISCO MAR 1KG,23091000,20.070833333333333
07896041104028,FIAMBRE FRANGO ODERICH 320G,16023230,3.9072093023255814
07896042084367,URINOL PLAST.URSO PLASUTIL,39229000,13.99
07891112220447,CJ TRAMONT UTENS NYLON VM 4PC 25299,39241000,34.99
07896213003623,TORRADA LIGHT VITARELLA 160G,19054000,2.4899999999999998
07895144603148,MENTOS RAINBOW MAC V,17049020,2.873076923076923
07891360564041,CANETA FABER TRILUX AZUL 3UN,96081000,2.9042857142857144
07892840251949,SALGAD CHEETOS PIPOCA CARAM 55G,19041000,3.4479787234042556
07899140563710,KIT BIQUINI DELRIO PGG V51806KIT,61082200,36.4
07896042041674,FORMA GELO PLASUTIL CT 180ML 4167,39241000,3.23
07898954857657,BISC CAPRICHE WAFER,19053200,1.6695
07896042028347,POTE ROSCA PLASUTIL,39241000,18.55
07891331002992,FARINHA LACT NUTRIMENTAL 230G,19011020,5.6899999999999995
07891150049895,CD CLOSE UP 70G TRIP,33061000,2.36531914893617
07891022851021,ESPONJA BOMBRIL ANTIADERENTE 3UN,68053090,4.0600000000000005
07898292885534,CHOC HERSHEY'S MAIS LEITE 115GR,19053200,4.25
07896024720894,BISC SAL/GERGELIM 100G PIRAQUE,19059020,4.4
07896003702064,BISC MARILAN TORTA 1,19053100,2.99
07896005800157,CAP 3COR 200G CLA,21011200,9.731964285714286
07891024034798,SAB PALM NAT NUTRI HIDRAT LANONINA,34011190,1.2613333333333332
07898055451846,SORVETE TOYA 2 L TOYESCO UN,21050090,15.7
07896279101141,GEL COLA MURIEL BRILHO MOL 250 G AZUL UN,33059000,4.8
07891175018616,VELA ANIVE REGINA C/ GLITTER AZUL N1 UN,34060000,3.3927272727272726
07891024027851,SAB LIQ PROTEX COMPLETE 12 250ML,34013000,9.59
07898286200077,CAFE MARATA ALMOFADA MOIDO 500GR,09012100,11.361702127659575
07804360011996,VIN CHI ROSE LOS VASC CAB SAUV 750M,22042100,68.81
07894900701609,REFRIG COCA COLA ZERO 600ML PET,22021000,3.7122707423580787
07898642533825,CANECA PORCELANA BRANCA ATENA,69111090,5.99
07897279300022,AGUA MIN SG BELAGUA 300ML GA,22011000,6.203823529411765
04005808309436,LOC HID NIVEA MILK 200ML,33049910,16.19
17622300999152,FRESH ABACAXI 10G CRT.C/15X10G 7622300999148,21069010,14.51
07898141930309,OVOS S PEDRO 20UN GD,04072100,12.384
07896843201024,AGUA NAT 300L VDO,22011000,4.75
00070330712379,APAR BARB BIC COMFORT NLB 2UN,82121020,4.91
07909224905364,SAND.IPANEMA ART.PRINT VI/RX 33/38,64022000,17.990000000000002
07892840255947,SALG FANDANGOS 164G,19041000,7.45
07891150053731,SAB LIQ REXONA ACTIVE FRESH RF 200ML,34013000,11.7825
07891000110096,CHANDELLE CHOC.,04039000,9.117558139534884
07896000724465,MASC.HID.NIELY GOLD MATIZADOR,33059000,22.990000000000002
07896001020467,PANO FLAN BRILHUS AL,63071000,2.498181818181818
00000078920347,REP PONT ORIGEM RESTAURACAO 30ML(NAZ),33059000,27.49090909090909
07894321716053,ACHOC MAGICO 400G PT,18069000,5.59
