gtin,descp,ncm,preco
7896000724748,TINT COR&AMP;AMP;TON MINI KI,33059000,8.801111111111108
7896000724731,TINT COR&AMP;AMP;TON MINI KI,33059000,8.875
7896000724755,TINT COR&AMP;AMP;TON MINI KI,33059000,8.986363636363636
